DeveloperName__c,Id,Name,NovaId__c,OW_group_company__c,OW_own_company__c,PartnerCompany__c,ProtectionPartner__c,ReferenceName__c
BESTINVEST,a26Qz000000MlS5IAK,Bestinvest,a264J000001QJMvQAO,false,false,false,false,
SCOTTISH_MUTUAL,a26Qz000000MlS6IAK,Scottish Mutual,a264J000001QPsYQAW,false,false,false,false,
DANSKE_BANK,a26Qz000000MlS7IAK,Danske Bank,a264J000001QSg6QAG,false,false,false,false,
FRIENDS_LIFE,a26Qz000000MlS8IAK,Friends Life,a264J000001QSgQQAW,false,false,false,false,
UBS_FINANCIAL_SERVICES_INC,a26Qz000000MlS9IAK,UBS Financial Services Inc,a264J000001QTYhQAO,false,false,false,false,
COUTTS,a26Qz000000MlSAIA0,Coutts,a264J000001QXAZQA4,false,false,false,false,
DEAD_HAPPY,a26Qz000000MlSBIA0,Dead happy,a264J000001QXAeQAO,false,false,false,false,
GENERALI,a26Qz000000MlSCIA0,Generali,a264J000001QXAjQAO,false,false,false,false,
ARGENTEX,a26Qz000000MlSDIA0,Argentex,a264J000001QXAoQAO,false,false,false,false,
RIVER__MERCANTILE,a26Qz000000MlSEIA0,River & Mercantile,a264J000001QXAtQAO,false,false,false,false,
FIRST_ACTUARIAL,a26Qz000000MlSFIA0,First Actuarial,a264J000001QXAyQAO,false,false,false,false,
JLT,a26Qz000000MlSGIA0,JLT,a264J000001QXCBQA4,false,false,false,false,
MARCUS,a26Qz000000MlSHIA0,Marcus,a264J000001Qb3tQAC,false,false,false,false,
CLYDESDALE_BANK,a26Qz000000MlSIIA0,Clydesdale Bank,a264J000001Qb5aQAC,false,false,false,false,
ALLENS_BT_AUSTRALIA,a26Qz000000MlSJIA0,Allens BT Australia,a264J000001ci0aQAA,false,false,false,false,
MARS,a26Qz000000MlSKIA0,Mars,a264J000001ci3yQAA,false,false,false,false,
THE_HIDEAWAYS_CLUB,a26Qz000000MlSLIA0,The Hideaways Club,a264J000001ciVQQAY,false,false,false,false,
ATOM_BANK,a26Qz000000MlSMIA0,Atom Bank,a264J000001cifCQAQ,false,false,false,false,
TANDEM_BANK,a26Qz000000MlSNIA0,Tandem Bank,a264J000001cifHQAQ,false,false,false,false,
THE_ONE_ACCOUNT,a26Qz000000MlSOIA0,The One Account,a264J000001cj5tQAA,false,false,false,false,
MINISTRY_OF_JUSTICE,a26Qz000000MlSPIA0,Ministry of Justice,a264J000001cj6UQAQ,false,false,false,false,
CROWN,a26Qz000000MlSQIA0,Crown,a264J000001cjGPQAY,false,false,false,false,
ABBEY_LIFE1,a26Qz000000MlSRIA0,Abbey Life,a264J000001cjGUQAY,false,false,false,false,
SHARE_CENTRE,a26Qz000000MlSSIA0,Share Centre,a264J000001ckKUQAY,false,false,false,false,
VETERANS_UK,a26Qz000000MlSTIA0,Veterans UK,a264J000001ckxgQAA,false,false,false,false,
IBM_UK_PENSIONS_TRUST_LTD,a26Qz000000MlSUIA0,IBM UK Pensions Trust Ltd,a264J000001ckydQAA,false,false,false,false,
WORK_BENEFIT,a26Qz000000MlSVIA0,Work Benefit,a264J000001clrFQAQ,false,false,false,false,
OCTOPUS_TITAN,a26Qz000000MlSWIA0,Octopus Titan,a264J000001cm07QAA,false,false,true,false,TITAN
WEALTHSIMPLE,a26Qz000000MlSXIA0,Wealthsimple,a264J000001cm0HQAQ,false,false,false,false,
SHOREDITCH_VAPE,a26Qz000000MlSYIA0,Shoreditch Vape,a264J000001cm0RQAQ,false,false,false,false,
CONTINUITY_PARTNERS,a26Qz000000MlSZIA0,Continuity Partners,a264J000001cm0WQAQ,false,false,false,false,
MONEYWORLD,a26Qz000000MlSaIAK,Moneyworld,a264J000001cn43QAA,false,false,false,false,
NATIONAL_SAVINGS,a26Qz000000MlSbIAK,National Savings,a264J000001cnYLQAY,false,false,false,false,
LENDLEASE,a26Qz000000MlScIAK,Lendlease,a264J000001cngyQAA,false,false,false,false,
INTELLIGENT_FINANCE,a26Qz000000MlSdIAK,Intelligent Finance,a264J000001coccQAA,false,false,false,false,
BUCK,a26Qz000000MlSeIAK,Buck,a264J000001cozCQAQ,false,false,false,false,
BUCKINGHAMSHIRE_COUNTY_COUNCIL,a26Qz000000MlSfIAK,Buckinghamshire County Council,a264J000001cq8fQAA,false,false,false,false,
HYMAN_ROBERTS,a26Qz000000MlSgIAK,Hyman Roberts,a264J000001crICQAY,false,false,false,false,
HYMANS_ROBERTSON,a26Qz000000MlShIAK,Hymans Robertson,a264J000001crIHQAY,false,false,false,false,
AGEAS,a26Qz000000MlSiIAK,Ageas,a264J000001crYgQAI,false,false,false,false,
BRICKLANE_INVESTMENT_SERVICES,a26Qz000000MlSjIAK,Bricklane Investment Services,a264J000001csWXQAY,false,false,false,false,
HODGE_LIFETIME,a26Qz000000MlSkIAK,Hodge Lifetime,a264J000001csWhQAI,false,false,false,false,
BANK_OF_SCOTLAND,a26Qz000000MlSlIAK,Bank of Scotland,a264J000001csfPQAQ,false,false,false,false,
BUPA,a26Qz000000MlSmIAK,Bupa,a264J000001ct3IQAQ,false,false,false,false,
YORKSHIRE_BUILDING_SOCIETY,a26Qz000000MlSnIAK,Yorkshire Building Society,a264J000001ctmfQAA,false,false,false,false,
CIGNA,a26Qz000000MlSoIAK,Cigna,a264J000001ctmkQAA,false,false,false,false,
IG,a26Qz000000MlSpIAK,IG,a264J000001cuEQQAY,false,false,false,false,
TSB,a26Qz000000MlSqIAK,TSB,a264J000001cvdUQAQ,false,false,false,false,
ECONOMICAL_INSURANCE,a26Qz000000MlSrIAK,Economical Insurance,a264J000001cvmRQAQ,false,false,false,false,
VOLKSWAGEN_GROUP,a26Qz000000MlSsIAK,Volkswagen Group,a264J000001cwbTQAQ,false,false,false,false,
LOGICA,a26Qz000000MlStIAK,Logica,a264J000001cwbYQAQ,false,false,false,false,
HAV,a26Qz000000MlSuIAK,HAV,a264J000001cwbdQAA,false,false,false,false,
LOCKHEED,a26Qz000000MlSvIAK,Lockheed,a264J000001cwbiQAA,false,false,false,false,
HMG,a26Qz000000MlSwIAK,HMG,a264J000001cwbnQAA,false,false,false,false,
PACIFICA_GROUP,a26Qz000000MlSxIAK,Pacifica Group,a264J000001cwuaQAA,false,false,false,false,
NORTH_YORKSHIRE_PENSION_FUND,a26Qz000000MlSyIAK,North Yorkshire Pension Fund,a264J000001cwzkQAA,false,false,false,false,
NUVOS,a26Qz000000MlSzIAK,Nuvos,a264J000001cxBAQAY,false,false,false,false,
WPP,a26Qz000000MlT0IAK,WPP,a264J000001cxSLQAY,false,false,false,false,
CAMBRIDGESHIRE_COUNTY_COUNCIL,a26Qz000000MlT1IAK,Cambridgeshire County Council,a264J000001cxYTQAY,false,false,false,false,
ROYAL_COUNTY_OF_BERKSHIRE_PENSION_FUND,a26Qz000000MlT2IAK,Royal County of Berkshire Pension Fund,a264J000001cxZ2QAI,false,false,false,false,
NETWEALTH,a26Qz000000MlT3IAK,Netwealth,a264J000001cxvuQAA,false,false,false,false,
RAYMOND_JAMES,a26Qz000000MlT4IAK,Raymond James,a264J000001cxvzQAA,false,false,false,false,
SCHRODERS,a26Qz000000MlT5IAK,Schroders,a264J000001cxw4QAA,false,false,false,false,
ZOPA,a26Qz000000MlT6IAK,Zopa,a264J000001cxw9QAA,false,false,false,false,
JM_FINN,a26Qz000000MlT7IAK,JM Finn,a264J000001cxwEQAQ,false,false,false,false,
SMITH__WILLIAMSON,a26Qz000000MlT8IAK,Smith & Williamson,a264J000001cyRZQAY,false,false,false,false,
METAL_BOX,a26Qz000000MlT9IAK,Metal Box,a264J000001cyReQAI,false,false,false,false,
NESTLE,a26Qz000000MlTAIA0,Nestle,a264J000001cyVHQAY,false,false,false,false,
LEEDS_BUILDING_SOCIETY,a26Qz000000MlTBIA0,Leeds Building Society,a264J000001cyhLQAQ,false,false,false,false,
QUILTER_PLC,a26Qz000000MlTCIA0,Quilter plc,a264J000001cyndQAA,false,false,false,false,
BCV_PENSIONS,a26Qz000000MlTDIA0,BCV Pensions,a264J000001cys5QAA,false,false,false,false,
HISCOX_INSURANCE,a26Qz000000MlTEIA0,Hiscox Insurance,a264J000001czXKQAY,false,false,false,false,
KENT_COUNTY_COUNCIL,a26Qz000000MlTFIA0,Kent County Council,a264J000001czXZQAY,false,false,false,false,
JP_MORGAN_ASSET_MANAGEMENT_WILLIS_TOWERS_WATSON,a26Qz000000MlTGIA0,JP Morgan Asset Management (Willis Towers Watson),a264J000001czaiQAA,false,false,false,false,
LEEDS_LOCAL_AUTHORITY,a26Qz000000MlTHIA0,Leeds Local Authority,a264J000001czmYQAQ,false,false,false,false,
DARLINGTON_TEACHERS_PENSION,a26Qz000000MlTIIA0,Darlington Teachers Pension,a264J000001czouQAA,false,false,false,false,
BAKER_TILLY,a26Qz000000MlTJIA0,Baker Tilly,a264J000001d05GQAQ,false,false,false,false,
CANCER_RESEARCH,a26Qz000000MlTKIA0,Cancer Research,a264J000001d05LQAQ,false,false,false,false,
INVESTEC,a26Qz000000MlTLIA0,Investec,a264J000001d05MQAQ,false,false,false,false,
CLOSE_BROTHERS,a26Qz000000MlTMIA0,Close Brothers,a264J000001d05QQAQ,false,false,false,false,
CROWDCUBE,a26Qz000000MlTNIA0,Crowdcube,a264J000001d08FQAQ,false,false,false,false,
SHAWBROOK_BANK,a26Qz000000MlTOIA0,Shawbrook Bank,a264J000001d08PQAQ,false,false,false,false,
BRITISH_COAL_STAFF_SUPERANNUATION_SCHEME,a26Qz000000MlTPIA0,British Coal Staff Superannuation Scheme,a264J000001d08UQAQ,false,false,false,false,
MONZO,a26Qz000000MlTQIA0,Monzo,a264J000001d08oQAA,false,false,false,false,
XEROX_PENSION_SCHEMES_BUCK_PENSION,a26Qz000000MlTRIA0,Xerox Pension Schemes (Buck Pension),a264J000001d0FcQAI,false,false,false,false,
MERRILL_LYNCH,a26Qz000000MlTSIA0,Merrill Lynch,a264J000001d0FhQAI,false,false,false,false,
MORGAN_STANLEY,a26Qz000000MlTTIA0,Morgan Stanley,a264J000001d0FrQAI,false,false,false,false,
EMBARK,a26Qz000000MlTUIA0,Embark,a264J000001d0FwQAI,false,false,false,false,
LV6,a26Qz000000MlTVIA0,lv,a264J000001d0G1QAI,false,false,false,false,
GCB_PENSION_SCHEME,a26Qz000000MlTWIA0,GCB Pension Scheme,a264J000001d0RIQAY,false,false,false,false,
UNITED_TRUST_BANK,a26Qz000000MlTXIA0,United Trust Bank,a264J000001d0XGQAY,false,false,false,false,
FLAGSTONE,a26Qz000000MlTYIA0,Flagstone,a264J000001d0XpQAI,false,false,false,false,
ARACHNYS,a26Qz000000MlTZIA0,Arachnys,a264J000001d0qMQAQ,false,false,false,false,
FORD_MONEY,a26Qz000000MlTaIAK,Ford Money,a264J000001d0sDQAQ,false,false,false,false,
LLOYDS_INSURANCE,a26Qz000000MlTbIAK,Lloyd's Insurance,a264J000001d0sIQAQ,false,false,false,false,
CREATION_CONSUMER_FINANCE,a26Qz000000MlTcIAK,Creation Consumer Finance,a264J000001d0u4QAA,false,false,false,false,
THE_PROGRESSIVE,a26Qz000000MlTdIAK,The progressive,a264J000001d0u9QAA,false,false,false,false,
BIRMINGHAM_MIDSHIRE,a26Qz000000MlTeIAK,Birmingham Midshire,a264J000001d0uEQAQ,false,false,false,false,
SIBERITE,a26Qz000000MlTfIAK,Siberite,a264J000001d0uJQAQ,false,false,false,false,
WILLIS_TOWERS_WATSON_MARS,a26Qz000000MlTgIAK,Willis Towers Watson (Mars),a264J000001d0uOQAQ,false,false,false,false,
EQUITABLE_LIFE,a26Qz000000MlThIAK,Equitable Life,a264J000001d11UQAQ,false,false,false,false,
LOCAL_GOVERNMENT_PENSION_SCHEME,a26Qz000000MlTiIAK,Local Government Pension Scheme,a264J000001d11VQAQ,false,false,false,false,
TEESIDE_PENSION_FUND,a26Qz000000MlTjIAK,Teeside Pension Fund,a264J000001d11ZQAQ,false,false,false,false,
RATESETTER,a26Qz000000MlTkIAK,RateSetter,a264J000001d15HQAQ,false,false,false,false,
METRO_BANK,a26Qz000000MlTlIAK,Metro Bank,a264J000001d15MQAQ,false,false,false,false,
ASSOCIATED_BRITISH_FOODS,a26Qz000000MlTmIAK,Associated British Foods,a264J000001d178QAA,false,false,false,false,
UNILEVER,a26Qz000000MlTnIAK,Unilever,a264J000001d17DQAQ,false,false,false,false,
IKANO_BANK,a26Qz000000MlToIAK,Ikano Bank,a264J000001d17IQAQ,false,false,false,false,
SLAUGHTER__MAY,a26Qz000000MlTpIAK,Slaughter & May,a264J000001d1IVQAY,false,false,false,false,
MARCUS_GOLDMAN_SACHS,a26Qz000000MlTqIAK,Marcus (Goldman Sachs),a264J000001d1VQQAY,false,false,false,false,
NATWEST,a26Qz000000MlTrIAK,NatWest,a264J000001d1XHQAY,false,false,false,false,
STARLING_BANK,a26Qz000000MlTsIAK,Starling Bank,a264J000001d1XMQAY,false,false,false,false,
GE_PENSION,a26Qz000000MlTtIAK,GE Pension,a264J000001d1auQAA,false,false,false,false,
NUCLEUS,a26Qz000000MlTuIAK,Nucleus,a264J000001d1b4QAA,false,false,false,false,
KRAKEN,a26Qz000000MlTvIAK,Kraken,a264J000001d1cqQAA,false,false,false,false,
ETORO,a26Qz000000MlTwIAK,E-Toro,a264J000001d1cvQAA,false,false,false,false,
REVOLUT,a26Qz000000MlTxIAK,Revolut,a264J000001d1d0QAA,false,false,false,false,
GARANTI_BANK_TURKEY,a26Qz000000MlTyIAK,Garanti Bank Turkey,a264J000001d1d5QAA,false,false,false,false,
RABOBANK,a26Qz000000MlTzIAK,Rabobank,a264J000001d3T0QAI,false,false,false,false,
MERCER_BUNZL_PENSION,a26Qz000000MlU0IAK,Mercer (Bunzl pension),a264J000001d3jXQAQ,false,false,false,false,
MNG_DB,a26Qz000000MlU1IAK,MNG DB,a264J000001d3jcQAA,false,false,false,false,
WHITECHURCH_SECURITIES,a26Qz000000MlU2IAK,Whitechurch Securities,a264J000001d40dQAA,false,false,false,false,
ONEFAMILY7,a26Qz000000MlU3IAK,OneFamily,a264J000001d496QAA,false,false,false,false,
FAMILY_OR_PERSONAL_CONNECTION,a26Qz000000MlU4IAK,Family or Personal Connection,a264J000001d5cnQAA,false,false,false,false,
WILLIS_TOWERS_WATSON_GE_PENSIONS,a26Qz000000MlU5IAK,Willis Towers Watson (GE Pensions),a264J000001d5tjQAA,false,false,false,false,
TRADING212,a26Qz000000MlU6IAK,Trading212,a264J000001d7eRQAQ,false,false,false,false,
AMERICAN_EXPRESS,a26Qz000000MlU7IAK,American Express,a264J000001d7eWQAQ,false,false,false,false,
ROYAL_BANK_OF_SCOTLAND_RBS,a26Qz000000MlU8IAK,Royal Bank of Scotland (RBS),a264J000001d8TPQAY,false,false,false,false,
MORTGAGE_TRUST,a26Qz000000MlU9IAK,Mortgage Trust,a264J000001d8TZQAY,false,false,false,false,
HITACHI,a26Qz000000MlUAIA0,Hitachi,a264J000001d8kaQAA,false,false,false,false,
SAXO_BANK,a26Qz000000MlUBIA0,Saxo Bank,a264J000001d8kfQAA,false,false,false,false,
CENTERSTATE_BANK,a26Qz000000MlUCIA0,CenterState Bank,a264J000001d8kkQAA,false,false,false,false,
PRECISE,a26Qz000000MlUDIA0,Precise,a264J000001d8l9QAA,false,false,false,false,
STUDENT_LOANS_COMPANY,a26Qz000000MlUEIA0,Student Loans Company,a264J000001d91qQAA,false,false,false,false,
RCI_BANK,a26Qz000000MlUFIA0,RCI Bank,a264J000001d9qeQAA,false,false,false,false,
CYNERGY_BANK,a26Qz000000MlUGIA0,Cynergy Bank,a264J000001d9qjQAA,false,false,false,false,
COOP,a26Qz000000MlUHIA0,Coop,a264J000001dAWpQAM,false,false,false,false,
LIFE_TENANTS,a26Qz000000MlUIIA0,Life Tenants,a264J000001dAfDQAU,false,false,false,false,
SWINTON,a26Qz000000MlUJIA0,Swinton,a264J000001dAwEQAU,false,false,false,false,
OCL,a26Qz000000MlUKIA0,OCL,a264J000001dAwJQAU,false,false,false,false,
LGT_VESTRA,a26Qz000000MlULIA0,LGT Vestra,a264J000001dBLOQA2,false,false,false,false,
MARKS__SPENCER,a26Qz000000MlUMIA0,Marks & Spencer,a264J000001dBLiQAM,false,false,false,false,
SKANDIA,a26Qz000000MlUNIA0,Skandia,a264J000001dCrLQAU,false,false,false,false,
BRIGHT_GREY,a26Qz000000MlUOIA0,Bright Grey,a264J000001dCrQQAU,false,false,false,false,
BMW_FINANCIAL_SERVICES,a26Qz000000MlUPIA0,BMW Financial Services,a264J000001dDGVQA2,false,false,false,false,
TPT_RETIREMENT_SOLUTIONS,a26Qz000000MlUQIA0,TPT Retirement Solutions,a264J000001dDGaQAM,false,false,false,false,
AMAZON_CREDIT_CARD,a26Qz000000MlURIA0,Amazon Credit Card,a264J000001dEdBQAU,false,false,false,false,
FURNESS_BUILDING_SOCIETY,a26Qz000000MlUSIA0,Furness Building Society,a264J000001dEdGQAU,false,false,false,false,
CHARTER_SAVING_BANK,a26Qz000000MlUTIA0,Charter Saving Bank,a264J000001dFRfQAM,false,false,false,false,
DET_NORSKE_VERITAS_PENSION_TRUST,a26Qz000000MlUUIA0,Det Norske Veritas Pension Trust,a264J000001dFigQAE,false,false,false,false,
CRYPTOCURRENCY,a26Qz000000MlUVIA0,Cryptocurrency,a264J000001dFqzQAE,false,false,false,false,
THE_PEOPLES_PENSION,a26Qz000000MlUWIA0,The People's Pension,a264J000001dFr4QAE,false,false,false,false,
RES,a26Qz000000MlUXIA0,RES,a264J000001dGGOQA2,false,false,false,false,
BOOTS,a26Qz000000MlUYIA0,Boots,a264J000001dGGTQA2,false,false,false,false,
CAR_LOAN,a26Qz000000MlUZIA0,Car Loan,a264J000001dGGYQA2,false,false,false,false,
INTELLIGENT_PENSIONS,a26Qz000000MlUaIAK,Intelligent Pensions,a264J000001dGGdQAM,false,false,false,false,
AUDI_FINANCIAL_SERVICES,a26Qz000000MlUbIAK,Audi Financial Services,a264J000001dGPBQA2,false,false,false,false,
STAGECOACH,a26Qz000000MlUcIAK,Stagecoach,a264J000001dGPkQAM,false,false,false,false,
C_HOARE__CO,a26Qz000000MlUdIAK,C Hoare & Co,a264J000001dHDfQAM,false,false,false,false,
COOPERATIVE_BANK,a26Qz000000MlUeIAK,Co-operative Bank,a264J000001dHtCQAU,false,false,false,false,
PEERTOPEER_LENDING,a26Qz000000MlUfIAK,Peer-to-Peer Lending,a264J000001dI24QAE,false,false,false,false,
IBKR,a26Qz000000MlUgIAK,IBKR,a264J000001dIR4QAM,false,false,false,false,
HAMPDEN_FX,a26Qz000000MlUhIAK,Hampden FX,a264J000001dIREQA2,false,false,false,false,
CITIBANK,a26Qz000000MlUiIAK,Citibank,a264J000001dIqJQAU,false,false,false,false,
METLIFE,a26Qz000000MlUjIAK,Metlife,a264J000001dIqKQAU,false,false,false,false,
CALCULUS_CAPITAL,a26Qz000000MlUkIAK,Calculus Capital,a264J000001dJGRQA2,false,false,false,false,
DEEPBRIDGE,a26Qz000000MlUlIAK,Deepbridge,a264J000001dJGWQA2,false,false,false,false,
PROVEN_VCTS,a26Qz000000MlUmIAK,ProVen VCTs,a264J000001dJGbQAM,false,false,false,false,
MAVEN,a26Qz000000MlUnIAK,Maven,a264J000001dJGgQAM,false,false,false,false,
DIRECT_EQUITIES,a26Qz000000MlUoIAK,Direct Equities,a264J000001dJnzQAE,false,false,false,false,
FXCM,a26Qz000000MlUpIAK,FXCM,a264J000001dJo4QAE,false,false,false,false,
ARMED_FORCES_PENSION,a26Qz000000MlUqIAK,Armed Forces Pension,a264J000001dJwcQAE,false,false,false,false,
BAE,a26Qz000000MlUrIAK,BAE,a264J000001dJwmQAE,false,false,false,false,
BABCOCK,a26Qz000000MlUsIAK,Babcock,a264J000001dJwwQAE,false,false,false,false,
CHELTENHAM__GLOUCESTER,a26Qz000000MlUtIAK,Cheltenham & Gloucester,a264J000001dKDnQAM,false,false,false,false,
CW,a26Qz000000MlUuIAK,C&W,a264J000001dKDsQAM,false,false,false,false,
CREATIVE_PENSION_TRUST,a26Qz000000MlUvIAK,Creative Pension Trust,a264J000001dKDxQAM,false,false,false,false,
EMPOWERED_PENSIONS_LTD,a26Qz000000MlUwIAK,Empowered Pensions Ltd,a264J000001dKMLQA2,false,false,false,false,
JAGUAR_FINANCE,a26Qz000000MlUxIAK,Jaguar Finance,a264J000001dKlBQAU,false,false,false,false,
THRIVE_RENEWABLES,a26Qz000000MlUyIAK,Thrive Renewables,a264J000001dKlGQAU,false,false,false,false,
LLOYDS_OF_LONDON_PENSION_SCHEME,a26Qz000000MlUzIAK,Lloyd's of London Pension Scheme,a264J000001dKtoQAE,false,false,false,false,
PEPSI_CO,a26Qz000000MlV0IAK,Pepsi Co,a264J000001dLAaQAM,false,false,false,false,
SAINSBURYS_DB_PENSION,a26Qz000000MlV1IAK,Sainsbury's DB Pension,a264J000001dLheQAE,false,false,false,false,
SAINSBURYS_BANK,a26Qz000000MlV2IAK,Sainsbury's Bank,a264J000001dM6jQAE,false,false,false,false,
ALLIANCE__LEICESTER,a26Qz000000MlV3IAK,Alliance & Leicester,a264J000001dMF2QAM,false,false,false,false,
ATLAS,a26Qz000000MlV4IAK,Atlas,a264J000001dMmGQAU,false,false,false,false,
SWISS_LIFE,a26Qz000000MlV5IAK,Swiss Life,a264J000001dMutQAE,false,false,false,false,
VICSUPER,a26Qz000000MlV6IAK,VicSuper,a264J000001dN3CQAU,false,false,false,false,
SUNSUPER,a26Qz000000MlV7IAK,Sunsuper,a264J000001dN3HQAU,false,false,false,false,
PSS,a26Qz000000MlV8IAK,PSS,a264J000001dN3IQAU,false,false,false,false,
NAB,a26Qz000000MlV9IAK,NAB,a264J000001dN3MQAU,false,false,false,false,
V12_FINANCE,a26Qz000000MlVAIA0,V12 Finance,a264J000001dNBzQAM,false,false,false,false,
FAMILY_INVESTMENT_SERVICES,a26Qz000000MlVBIA0,Family Investment Services,a268e0000004C93AAE,false,false,false,false,
MBNA,a26Qz000000MlVCIA0,MBNA,a268e0000004C98AAE,false,false,false,false,
BANK_OF_IRELAND,a26Qz000000MlVDIA0,Bank of Ireland,a268e0000004C9DAAU,false,false,false,false,
SWANSEA_BUILDING_SOCIETY,a26Qz000000MlVEIA0,Swansea Building Society,a268e0000004C9IAAU,false,false,false,false,
WILLIS_TOWERS_WATSON_EY,a26Qz000000MlVFIA0,Willis Towers Watson (EY),a268e0000004C9NAAU,false,false,false,false,
NOMURA_COMPANY_SCHEME,a26Qz000000MlVGIA0,Nomura Company Scheme,a268e0000004C9SAAU,false,false,false,false,
PWC_COMPANY_SCHEME,a26Qz000000MlVHIA0,PWC Company Scheme,a268e0000004C9XAAU,false,false,false,false,
WESTERBY_TRUSTEE_SERVICES,a26Qz000000MlVIIA0,Westerby Trustee Services,a268e0000004C9cAAE,false,false,false,false,
TESLA_FINANCE,a26Qz000000MlVJIA0,Tesla Finance,a268e0000004C9hAAE,false,false,false,false,
MCALPINE_PENSION_PLAN,a26Qz000000MlVKIA0,McAlpine Pension Plan,a268e0000004C9mAAE,false,false,false,false,
GIB_GROUP,a26Qz000000MlVLIA0,GIB Group,a268e0000004C9rAAE,false,false,false,false,
FIRST_NATIONAL_BANK_SOUTH_AFRICA,a26Qz000000MlVMIA0,First National Bank (South Africa),a268e0000004C9wAAE,false,false,false,false,
KRAFT_HEINZ_PENSION_SCHEME,a26Qz000000MlVNIA0,Kraft Heinz Pension Scheme,a268e0000004CA1AAM,false,false,false,false,
TOYOTA_FINANCIAL_SERVICES,a26Qz000000MlVOIA0,Toyota Financial Services,a268e0000004CAaAAM,false,false,false,false,
FC,a26Qz000000MlVPIA0,F&C,a268e0000004CAfAAM,false,false,false,false,
LV,a26Qz000000MlVQIA0,LV,a268e0000004CAuAAM,false,false,false,true,LV
LIVERPOOL_VICTORIA,a26Qz000000MlVRIA0,Liverpool Victoria,a268e0000004CAvAAM,false,false,false,false,
IP_GLOBAL_LTD,a26Qz000000MlVSIA0,IP Global Ltd,a268e0000004CAzAAM,false,false,false,false,
JPD_CAPITAL,a26Qz000000MlVTIA0,JPD Capital,a268e0000004CB4AAM,false,false,false,false,
BEEHIVE,a26Qz000000MlVUIA0,Beehive,a268e0000004CB9AAM,false,false,false,false,
FREE_TRADE,a26Qz000000MlVVIA0,Freetrade,a268e0000004CBEAA2,false,false,false,false,FREE_TRADE
KPMG,a26Qz000000MlVWIA0,KPMG,a268e0000004CBJAA2,false,false,false,false,
PLATFORM,a26Qz000000MlVXIA0,Platform,a268e0000004CBOAA2,false,false,false,false,
BANK_HAPOALIM,a26Qz000000MlVYIA0,Bank Hapoalim,a268e0000004CBTAA2,false,false,false,false,
NEWBURY_BUILDING_SOCIETY,a26Qz000000MlVZIA0,Newbury Building Society,a268e0000004CBdAAM,false,false,false,false,
JUDICIAL_PENSION_SCHEME,a26Qz000000MlVaIAK,Judicial Pension Scheme,a268e0000004CBeAAM,false,false,false,false,
AWE_PLC_SCHEME,a26Qz000000MlVbIAK,AWE plc Scheme,a268e0000004CBiAAM,false,false,false,false,
WEALTH_CLUB,a26Qz000000MlVcIAK,Wealth Club,a268e0000004CBnAAM,false,false,false,false,
HANDELSBANKEN,a26Qz000000MlVdIAK,Handelsbanken,a268e0000004CBsAAM,false,false,false,false,
CAPGEMINI_UK_PENSION_PLAN,a26Qz000000MlVeIAK,Capgemini UK Pension Plan,a268e0000004CBxAAM,false,false,false,false,
GATEHOUSE_BANK,a26Qz000000MlVfIAK,Gatehouse Bank,a268e0000004CC2AAM,false,false,false,false,
MONMOUTHSHIRE,a26Qz000000MlVgIAK,Monmouthshire,a268e0000004CC7AAM,false,false,false,false,
AMICUS_WEALTH,a26Qz000000MlVhIAK,Amicus Wealth,a268e0000004CCCAA2,false,false,false,false,
CHIP_FINANCIAL,a26Qz000000MlViIAK,Chip Financial,a268e0000004CCHAA2,false,false,false,false,
BLUE_INTERNATIONAL,a26Qz000000MlVjIAK,Blue International,a268e0000004CCMAA2,false,false,false,false,
SKY_MEDICAL_TECHNOLOGY,a26Qz000000MlVkIAK,Sky Medical Technology,a268e0000004CCRAA2,false,false,false,false,
BARONSMEAD_VENTURE_TRUST,a26Qz000000MlVlIAK,Baronsmead Venture Trust,a268e0000004CCWAA2,false,false,false,false,
DATASTAX_EQUITY,a26Qz000000MlVmIAK,DataStax Equity,a268e0000004CCbAAM,false,false,false,false,
CITI_GROUP,a26Qz000000MlVnIAK,Citi Group,a268e0000004CCgAAM,false,false,false,false,
CADBURY_MONDELEZ_PENSION_FUND,a26Qz000000MlVoIAK,Cadbury Mondelez Pension Fund,a268e0000004CD5AAM,false,false,false,false,
ACCORD_MORTGAGES,a26Qz000000MlVpIAK,Accord Mortgages,a268e0000004CDAAA2,false,false,false,false,
MONEYFARM_UK,a26Qz000000MlVqIAK,Moneyfarm UK,a268e0000004CDFAA2,false,false,false,false,
ULSTER_BANK,a26Qz000000MlVrIAK,Ulster Bank,a268e0000004CDKAA2,false,false,false,false,
AUSTRALIA_SUPERANNUATION_SCHEME,a26Qz000000MlVsIAK,Australia Superannuation Scheme,a268e0000004CDPAA2,false,false,false,false,
JARVIS_XO,a26Qz000000MlVtIAK,Jarvis X-O,a268e0000004CDUAA2,false,false,false,false,
THE_MORTGAGE_WORKS,a26Qz000000MlVuIAK,The Mortgage Works,a268e0000004CDZAA2,false,false,false,false,
CHURCH_OF_ENGLAND,a26Qz000000MlVvIAK,Church of England,a268e0000004CDeAAM,false,false,false,false,
DXC_TECHNOLOGY_PENSION_PLAN,a26Qz000000MlVwIAK,DXC Technology Pension Plan,a268e0000004CDjAAM,false,false,false,false,
TIPTON_AND_COSELEY_BUILDING_SOCIETY,a26Qz000000MlVxIAK,Tipton and Coseley Building Society,a268e0000004CDoAAM,false,false,false,false,
