DeveloperName__c,FulfilmentType__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
CLIENT_ACTION_GIA_SUBMIT_FULFILMENT,CLIENT_ACTION_GIA,,CLIENT_ACTION_GIA_SUBMIT_FULFILMENT,Submit fulfilment Client action GIA,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_CASH_ISA_SUBMIT_FULFILMENT,CLIENT_ACTION_CASH_ISA,,CLIENT_ACTION_CASH_ISA_SUBMIT_FULFILMENT,Submit fulfilment Client action Cash ISA,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,CLIENT_ACTION_DIRECT_EQUITY,,CLIENT_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,Submit fulfilment Client action Direct equity,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,CLIENT_ACTION_OFFSHORE_BOND,,CLIENT_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,Submit fulfilment Client action Offshore bond,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,CLIENT_ACTION_PREMIUM_BOND,,CLIENT_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,Submit fulfilment Client action Premium bond,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_DB_PENSION_SUBMIT_FULFILMENT,CLIENT_ACTION_DB_PENSION,,CLIENT_ACTION_DB_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Client action DB Pension,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_VCT_SUBMIT_FULFILMENT,CLIENT_ACTION_VCT,,CLIENT_ACTION_VCT_SUBMIT_FULFILMENT,Submit fulfilment Client action VCT,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_EIS_SUBMIT_FULFILMENT,CLIENT_ACTION_EIS,,CLIENT_ACTION_EIS_SUBMIT_FULFILMENT,Submit fulfilment Client action EIS,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,CLIENT_ACTION_LIFE_COVER,,CLIENT_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Client action Life cover,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,CLIENT_ACTION_LIFE_&_CIC,,CLIENT_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,Submit fulfilment Client action Life & CIC,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_TRUST_SUBMIT_FULFILMENT,CLIENT_ACTION_TRUST,,CLIENT_ACTION_TRUST_SUBMIT_FULFILMENT,Submit fulfilment Client action Trust,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,CLIENT_ACTION_NO_PRODUCT,,CLIENT_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,Submit fulfilment Client action No product,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
NON-STANDARD_ACTION_SIPP_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_SIPP,,NON-STANDARD_ACTION_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_ISA_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_ISA,,NON-STANDARD_ACTION_ISA_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_JISA_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_JISA,,NON-STANDARD_ACTION_JISA_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action JISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_JSIPP_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_JSIPP,,NON-STANDARD_ACTION_JSIPP_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action JSIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_GIA_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_GIA,,NON-STANDARD_ACTION_GIA_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action GIA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_CASH_ISA_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_CASH_ISA,,NON-STANDARD_ACTION_CASH_ISA_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Cash ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_DIRECT_EQUITY,,NON-STANDARD_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Direct equity,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_OFFSHORE_BOND,,NON-STANDARD_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Offshore bond,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_PREMIUM_BOND,,NON-STANDARD_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Premium bond,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_DB_PENSION_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_DB_PENSION,,NON-STANDARD_ACTION_DB_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action DB Pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_VCT_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_VCT,,NON-STANDARD_ACTION_VCT_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action VCT,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_EIS_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_EIS,,NON-STANDARD_ACTION_EIS_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action EIS,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_LIFE_COVER,,NON-STANDARD_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Life cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_LIFE_&_CIC,,NON-STANDARD_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Life & CIC,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_TRUST_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_TRUST,,NON-STANDARD_ACTION_TRUST_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action Trust,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,NON-STANDARD_ACTION_NO_PRODUCT,,NON-STANDARD_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,Submit fulfilment Non-standard action No product,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
UPDATE_EOW_SIPP_SUBMIT_FULFILMENT,UPDATE_EOW_SIPP,,UPDATE_EOW_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Update EoW SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_PERSONAL_PENSION_SUBMIT_FULFILMENT,UPDATE_EOW_PP,,UPDATE_EOW_PERSONAL_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Update EoW Personal pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_STAKEHOLDER_PENSION_SUBMIT_FULFILMENT,UPDATE_EOW_SP,,UPDATE_EOW_STAKEHOLDER_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Update EoW Stakeholder pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_SCHEME_PENSION_SUBMIT_FULFILMENT,UPDATE_EOW_SCHEME,,UPDATE_EOW_SCHEME_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Update EoW Scheme pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_OCCUPATIONAL_PENSION_SUBMIT_FULFILMENT,UPDATE_EOW_OP,,UPDATE_EOW_OCCUPATIONAL_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Update EoW Occupational pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_DB_PENSION_SUBMIT_FULFILMENT,UPDATE_EOW_DB,,UPDATE_EOW_DB_PENSION_SUBMIT_FULFILMENT,Submit fulfilment Update EoW DB pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_GPP_CHASE_PROVIDER,UPDATE_EOW_GPP,,UPDATE_EOW_GPP_CHASE_PROVIDER,Chase provider Update EoW GPP,,,FulfilmentScreenChaseNonStandardAction,chase_eow,Chase provider,Have you saved written confirmation of the new beneficiaries to the policy folder?
UPDATE_EOW_GPP_AWAITING_AD_HOC_ACTION,UPDATE_EOW_GPP,,UPDATE_EOW_GPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Update EoW GPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Have you saved written confirmation of the new beneficiaries to the policy folder?
UPDATE_EOW_GPP_SUBMIT_FULFILMENT,UPDATE_EOW_GPP,,UPDATE_EOW_GPP_SUBMIT_FULFILMENT,Submit fulfilment Update EoW GPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
CLIENT_ACTION_GPP_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_GPP,,CLIENT_ACTION_GPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action GPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_GPP_CHASE_PROVIDER,CLIENT_ACTION_GPP,,CLIENT_ACTION_GPP_CHASE_PROVIDER,Chase provider Client action GPP,,,FulfilmentScreenChaseNonStandardAction,chase_provider,Chase provider,Has the relevant provider confirmed the non-standard action has been completed?;Is any follow on fulfilment able to proceed now?
CLIENT_ACTION_GPP_SUBMIT_FULFILMENT,CLIENT_ACTION_GPP,,CLIENT_ACTION_GPP_SUBMIT_FULFILMENT,Submit fulfilment Client action GPP,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
OPEN_LV_RELEVANT_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_LV_RELEVANT_LIFE_COVER,,OPEN_LV_RELEVANT_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open LV Relevant Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_RELEVANT_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_LV_RELEVANT_LIFE_COVER,,OPEN_LV_RELEVANT_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open LV Relevant Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_RELEVANT_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_LV_RELEVANT_LIFE_COVER,,OPEN_LV_RELEVANT_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open LV Relevant Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_RELEVANT_LIFE_COVER_INVESTMENT_CHECKS,OPEN_LV_RELEVANT_LIFE_COVER,,OPEN_LV_RELEVANT_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open LV Relevant Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_FAMILY_INCOME_BENEFIT_SUBMIT_FULFILMENT,OPEN_LV_FAMILY_INCOME_BENEFIT,,OPEN_LV_FAMILY_INCOME_BENEFIT_SUBMIT_FULFILMENT,Submit fulfilment Open LV Family Income Benefit,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,OPEN_LV_FAMILY_INCOME_BENEFIT,,OPEN_LV_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,Chase client action Open LV Family Income Benefit,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,OPEN_LV_FAMILY_INCOME_BENEFIT,,OPEN_LV_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open LV Family Income Benefit,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,OPEN_LV_FAMILY_INCOME_BENEFIT,,OPEN_LV_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,Investment checks Open LV Family Income Benefit,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_LV_LIFE_COVER,,OPEN_LV_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open LV Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_LV_LIFE_COVER,,OPEN_LV_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open LV Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_LV_LIFE_COVER,,OPEN_LV_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open LV Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_LIFE_COVER_INVESTMENT_CHECKS,OPEN_LV_LIFE_COVER,,OPEN_LV_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open LV Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_INCOME_PROTECTION_SUBMIT_FULFILMENT,OPEN_LV_INCOME_PROTECTION,,OPEN_LV_INCOME_PROTECTION_SUBMIT_FULFILMENT,Submit fulfilment Open LV Income Protection,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_INCOME_PROTECTION_CHASE_CLIENT_ACTION,OPEN_LV_INCOME_PROTECTION,,OPEN_LV_INCOME_PROTECTION_CHASE_CLIENT_ACTION,Chase client action Open LV Income Protection,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,OPEN_LV_INCOME_PROTECTION,,OPEN_LV_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open LV Income Protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_INCOME_PROTECTION_INVESTMENT_CHECKS,OPEN_LV_INCOME_PROTECTION,,OPEN_LV_INCOME_PROTECTION_INVESTMENT_CHECKS,Investment checks Open LV Income Protection,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_LIFE_&_CIC_SUBMIT_FULFILMENT,OPEN_LV_LIFE_CIC,,OPEN_LV_LIFE_&_CIC_SUBMIT_FULFILMENT,Submit fulfilment Open LV Life & CIC,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_LIFE_&_CIC_CHASE_CLIENT_ACTION,OPEN_LV_LIFE_CIC,,OPEN_LV_LIFE_&_CIC_CHASE_CLIENT_ACTION,Chase client action Open LV Life & CIC,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,OPEN_LV_LIFE_CIC,,OPEN_LV_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open LV Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_LIFE_&_CIC_INVESTMENT_CHECKS,OPEN_LV_LIFE_CIC,,OPEN_LV_LIFE_&_CIC_INVESTMENT_CHECKS,Investment checks Open LV Life & CIC,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
CANCEL_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,CANCEL_FAMILY_INCOME_BENEFIT,,CANCEL_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,Chase client action Cancel Family Income Benefit,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,CANCEL_FAMILY_INCOME_BENEFIT,,CANCEL_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,Investment checks Cancel Family Income Benefit,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,CANCEL_FAMILY_INCOME_BENEFIT,,CANCEL_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Cancel Family Income Benefit,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_LIFE_COVER_CHASE_CLIENT_ACTION,CANCEL_LIFE_COVER,,CANCEL_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Cancel Life Cover,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_LIFE_COVER_INVESTMENT_CHECKS,CANCEL_LIFE_COVER,,CANCEL_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Cancel Life Cover,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_LIFE_COVER_AWAITING_AD_HOC_ACTION,CANCEL_LIFE_COVER,,CANCEL_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Cancel Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_INCOME_PROTECTION_CHASE_CLIENT_ACTION,CANCEL_INCOME_PROTECTION,,CANCEL_INCOME_PROTECTION_CHASE_CLIENT_ACTION,Chase client action Cancel Income Protection,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_INCOME_PROTECTION_INVESTMENT_CHECKS,CANCEL_INCOME_PROTECTION,,CANCEL_INCOME_PROTECTION_INVESTMENT_CHECKS,Investment checks Cancel Income Protection,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,CANCEL_INCOME_PROTECTION,,CANCEL_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Cancel Income Protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_LIFE_&_CIC_CHASE_CLIENT_ACTION,CANCEL_LIFE_CIC,,CANCEL_LIFE_&_CIC_CHASE_CLIENT_ACTION,Chase client action Cancel Life & CIC,Complete,,FulfilmentScreenChaseNonStandardAction,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_LIFE_&_CIC_INVESTMENT_CHECKS,CANCEL_LIFE_CIC,,CANCEL_LIFE_&_CIC_INVESTMENT_CHECKS,Investment checks Cancel Life & CIC,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,CANCEL_LIFE_CIC,,CANCEL_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Cancel Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
SET_UP_PROVIDER_TRUST_SUBMIT_FULFILMENT,PROVIDER_TRUST,,SET_UP_PROVIDER_TRUST_SUBMIT_FULFILMENT,Submit fulfilment Set up provider trust,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_provider_trust,Submit fulfilment,Has it been submitted?
SET_UP_PROVIDER_TRUST_CHASE_PROVIDER,PROVIDER_TRUST,,SET_UP_PROVIDER_TRUST_CHASE_PROVIDER,Chase provider Set up provider trust,,,FulfilmentScreenChaseNonStandardAction,chase_provider_trust,Chase provider,Has the provider confirmed the trust is in place?;Has the documentation been saved down?
SET_UP_PROVIDER_TRUST_CHASE_CLIENT_ACTION,PROVIDER_TRUST,,SET_UP_PROVIDER_TRUST_CHASE_CLIENT_ACTION,Chase client action Set up provider trust,,,FulfilmentScreenChaseNonStandardAction,chase_client_acceptance,Chase client action,Has the provider confirmed the trust is in place?;Has the documentation been saved down?
