DeveloperName__c,FulfilmentType__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
LUMP_SUM_JUNIOR_SIPP_SUBMIT_FULFILMENT,LUMP_SUM_JUNIOR_SIPP,,LUMP_SUM_JUNIOR_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Lump sum Junior SIPP,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_lump_sum,Submit fulfilment,Payment details emailed to client?;Has any phasing been set up?
LUMP_SUM_SIPP_SUBMIT_FULFILMENT,LUMP_SUM_SIPP,,LUMP_SUM_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Lump sum SIPP,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_lump_sum,Submit fulfilment,Payment details emailed to client?;Has any phasing been set up?
REBALANCE_GIA_SUBMIT_FULFILMENT,REBALANCE_GIA,,REBALANCE_GIA_SUBMIT_FULFILMENT,Submit fulfilment Rebalance GIA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_ISA_SUBMIT_FULFILMENT,REBALANCE_ISA,,REBALANCE_ISA_SUBMIT_FULFILMENT,Submit fulfilment Rebalance ISA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_JUNIOR_ISA_SUBMIT_FULFILMENT,REBALANCE_JUNIOR_ISA,,REBALANCE_JUNIOR_ISA_SUBMIT_FULFILMENT,Submit fulfilment Rebalance Junior ISA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_JUNIOR_SIPP_SUBMIT_FULFILMENT,REBALANCE_JUNIOR_SIPP,,REBALANCE_JUNIOR_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Rebalance Junior SIPP,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_SIPP_SUBMIT_FULFILMENT,REBALANCE_SIPP,,REBALANCE_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Rebalance SIPP,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REGULAR_GIA_SUBMIT_FULFILMENT,REGULAR_GIA,,REGULAR_GIA_SUBMIT_FULFILMENT,Submit fulfilment Regular GIA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_gia_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_ISA_SUBMIT_FULFILMENT,REGULAR_ISA,,REGULAR_ISA_SUBMIT_FULFILMENT,Submit fulfilment Regular ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_isa_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_JUNIOR_ISA_SUBMIT_FULFILMENT,REGULAR_JUNIOR_ISA,,REGULAR_JUNIOR_ISA_SUBMIT_FULFILMENT,Submit fulfilment Regular Junior ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_isa_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_JUNIOR_SIPP_SUBMIT_FULFILMENT,REGULAR_JUNIOR_SIPP,,REGULAR_JUNIOR_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Regular Junior SIPP,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_SIPP_SUBMIT_FULFILMENT,REGULAR_SIPP,,REGULAR_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Regular SIPP,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_regular,Submit fulfilment,Everything hunky-dory?
OPEN_PRODUCT_GIA_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_GIA,,OPEN_PRODUCT_GIA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_ISA_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_ISA,,OPEN_PRODUCT_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_SIPP_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_SIPP,,OPEN_PRODUCT_SIPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product SIPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_SIPP_AWAITING_PRE-REQUISITES,OPEN_PRODUCT_SIPP,,OPEN_PRODUCT_SIPP_AWAITING_PRE-REQUISITES,Awaiting pre-requisites Open product SIPP,,,FulfilmentScreenForms,send_eow_forms,Awaiting pre-requisites,
OPEN_PRODUCT_GIA_INVESTMENT_CHECKS,OPEN_PRODUCT_GIA,,OPEN_PRODUCT_GIA_INVESTMENT_CHECKS,Investment checks Open product GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_ISA_INVESTMENT_CHECKS,OPEN_PRODUCT_ISA,,OPEN_PRODUCT_ISA_INVESTMENT_CHECKS,Investment checks Open product ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?; Is the plan and all contributions in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_JUNIOR_ISA_INVESTMENT_CHECKS,OPEN_PRODUCT_JUNIOR_ISA,,OPEN_PRODUCT_JUNIOR_ISA_INVESTMENT_CHECKS,Investment checks Open product Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Has the IO ID been added to the Salesforce policy?; Is the plan and all contributions in IO correctly?;Was the client sent a cancellation notice?
OPEN_PRODUCT_JUNIOR_SIPP_INVESTMENT_CHECKS,OPEN_PRODUCT_JUNIOR_SIPP,,OPEN_PRODUCT_JUNIOR_SIPP_INVESTMENT_CHECKS,Investment checks Open product Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the registered contact been emailed a cancellation notice?;Is the investment mandate correct?;Has the plan been added to IO correctly?;Has the IO ID been added to the Salesforce policy?;
OPEN_PRODUCT_SIPP_INVESTMENT_CHECKS,OPEN_PRODUCT_SIPP,,OPEN_PRODUCT_SIPP_INVESTMENT_CHECKS,Investment checks Open product SIPP,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_GIA_SUBMIT_FULFILMENT,OPEN_PRODUCT_GIA,,OPEN_PRODUCT_GIA_SUBMIT_FULFILMENT,Submit fulfilment Open product GIA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_ISA_SUBMIT_FULFILMENT,OPEN_PRODUCT_ISA,,OPEN_PRODUCT_ISA_SUBMIT_FULFILMENT,Submit fulfilment Open product ISA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_JUNIOR_ISA_SUBMIT_FULFILMENT,OPEN_PRODUCT_JUNIOR_ISA,,OPEN_PRODUCT_JUNIOR_ISA_SUBMIT_FULFILMENT,Submit fulfilment Open product Junior ISA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_JUNIOR_SIPP_SUBMIT_FULFILMENT,OPEN_PRODUCT_JUNIOR_SIPP,,OPEN_PRODUCT_JUNIOR_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Open product Junior SIPP,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Are all the fees set up correctly?
OPEN_PRODUCT_SIPP_SUBMIT_FULFILMENT,OPEN_PRODUCT_SIPP,,OPEN_PRODUCT_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Open product SIPP,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Are all the fees set up correctly?;Have you uploaded the EoW form to the HW portal?
EXTERNAL_TRANSFER_GIA_AWAITING_AD_HOC_ACTION,EXTERNAL_TRANSFER_GIA,,EXTERNAL_TRANSFER_GIA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action External transfer GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_AWAITING_AD_HOC_ACTION,LUMP_SUM_EIS,,LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Lump sum Knowledge Intensive EIS,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_JUNIOR_ISA,,OPEN_PRODUCT_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product Junior ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
LUMP_SUM_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,LUMP_SUM_WITHDRAWAL_SIPP,,LUMP_SUM_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Lump sum withdrawal SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_SIPP_CHASE_PROVIDER,LUMP_SUM_WITHDRAWAL_SIPP,,LUMP_SUM_WITHDRAWAL_SIPP_CHASE_PROVIDER,Chase provider Lump sum withdrawal SIPP,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_SIPP_CHASE_CLIENT_PAYMENT,LUMP_SUM_WITHDRAWAL_SIPP,,LUMP_SUM_WITHDRAWAL_SIPP_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum withdrawal SIPP,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,LUMP_SUM_WITHDRAWAL_SIPP,,LUMP_SUM_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,Investment checks Lump sum withdrawal SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
LUMP_SUM_WITHDRAWAL_ISA_SUBMIT_FULFILMENT,LUMP_SUM_WITHDRAWAL_ISA,,LUMP_SUM_WITHDRAWAL_ISA_SUBMIT_FULFILMENT,Submit fulfilment Lump sum withdrawal ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_ISA_CHASE_PROVIDER,LUMP_SUM_WITHDRAWAL_ISA,,LUMP_SUM_WITHDRAWAL_ISA_CHASE_PROVIDER,Chase provider Lump sum withdrawal ISA,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_ISA_CHASE_CLIENT_PAYMENT,LUMP_SUM_WITHDRAWAL_ISA,,LUMP_SUM_WITHDRAWAL_ISA_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum withdrawal ISA,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_ISA_INVESTMENT_CHECKS,LUMP_SUM_WITHDRAWAL_ISA,,LUMP_SUM_WITHDRAWAL_ISA_INVESTMENT_CHECKS,Investment checks Lump sum withdrawal ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
LUMP_SUM_WITHDRAWAL_GIA_SUBMIT_FULFILMENT,LUMP_SUM_WITHDRAWAL_GIA,,LUMP_SUM_WITHDRAWAL_GIA_SUBMIT_FULFILMENT,Submit fulfilment Lump sum withdrawal GIA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_GIA_CHASE_PROVIDER,LUMP_SUM_WITHDRAWAL_GIA,,LUMP_SUM_WITHDRAWAL_GIA_CHASE_PROVIDER,Chase provider Lump sum withdrawal GIA,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_GIA_CHASE_CLIENT_PAYMENT,LUMP_SUM_WITHDRAWAL_GIA,,LUMP_SUM_WITHDRAWAL_GIA_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum withdrawal GIA,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_GIA_INVESTMENT_CHECKS,LUMP_SUM_WITHDRAWAL_GIA,,LUMP_SUM_WITHDRAWAL_GIA_INVESTMENT_CHECKS,Investment checks Lump sum withdrawal GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
REGULAR_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,REGULAR_WITHDRAWAL_SIPP,,REGULAR_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,Submit fulfilment Regular withdrawal SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_regular_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
REGULAR_WITHDRAWAL_SIPP_CHASE_PROVIDER,REGULAR_WITHDRAWAL_SIPP,,REGULAR_WITHDRAWAL_SIPP_CHASE_PROVIDER,Chase provider Regular withdrawal SIPP,Await first regular,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
REGULAR_WITHDRAWAL_SIPP_AWAIT_FIRST_REGULAR,REGULAR_WITHDRAWAL_SIPP,,REGULAR_WITHDRAWAL_SIPP_AWAIT_FIRST_REGULAR,Await first regular Regular withdrawal SIPP,Investment checks,,FulfilmentScreenFundsReceived,chase_regular_withdrawal,Await first regular,Has the client confirmed receipt?
REGULAR_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,REGULAR_WITHDRAWAL_SIPP,,REGULAR_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,Investment checks Regular withdrawal SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
REGULAR_WITHDRAWAL_ISA_SUBMIT_FULFILMENT,REGULAR_WITHDRAWAL_ISA,,REGULAR_WITHDRAWAL_ISA_SUBMIT_FULFILMENT,Submit fulfilment Regular withdrawal ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_regular_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
REGULAR_WITHDRAWAL_ISA_CHASE_PROVIDER,REGULAR_WITHDRAWAL_ISA,,REGULAR_WITHDRAWAL_ISA_CHASE_PROVIDER,Chase provider Regular withdrawal ISA,Await first regular,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
REGULAR_WITHDRAWAL_ISA_AWAIT_FIRST_REGULAR,REGULAR_WITHDRAWAL_ISA,,REGULAR_WITHDRAWAL_ISA_AWAIT_FIRST_REGULAR,Await first regular Regular withdrawal ISA,Investment checks,,FulfilmentScreenFundsReceived,chase_regular_withdrawal,Await first regular,Has the client confirmed receipt?
REGULAR_WITHDRAWAL_ISA_INVESTMENT_CHECKS,REGULAR_WITHDRAWAL_ISA,,REGULAR_WITHDRAWAL_ISA_INVESTMENT_CHECKS,Investment checks Regular withdrawal ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
REGULAR_WITHDRAWAL_GIA_SUBMIT_FULFILMENT,REGULAR_WITHDRAWAL_GIA,,REGULAR_WITHDRAWAL_GIA_SUBMIT_FULFILMENT,Submit fulfilment Regular withdrawal GIA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_regular_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
REGULAR_WITHDRAWAL_GIA_CHASE_PROVIDER,REGULAR_WITHDRAWAL_GIA,,REGULAR_WITHDRAWAL_GIA_CHASE_PROVIDER,Chase provider Regular withdrawal GIA,Await first regular,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
REGULAR_WITHDRAWAL_GIA_AWAIT_FIRST_REGULAR,REGULAR_WITHDRAWAL_GIA,,REGULAR_WITHDRAWAL_GIA_AWAIT_FIRST_REGULAR,Await first regular Regular withdrawal GIA,Investment checks,,FulfilmentScreenFundsReceived,chase_regular_withdrawal,Await first regular,Has the client confirmed receipt?
REGULAR_WITHDRAWAL_GIA_INVESTMENT_CHECKS,REGULAR_WITHDRAWAL_GIA,,REGULAR_WITHDRAWAL_GIA_INVESTMENT_CHECKS,Investment checks Regular withdrawal GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
EXTERNAL_TRANSFER_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,EXTERNAL_TRANSFER_JUNIOR_ISA,,EXTERNAL_TRANSFER_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action External transfer Junior ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
INTERNAL_TRANSFER_ISA_CHASE_PROVIDER,INTERNAL_TRANSFER_ISA,,INTERNAL_TRANSFER_ISA_CHASE_PROVIDER,Chase provider Internal transfer ISA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase provider,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_SIPP_CHASE_PROVIDER,INTERNAL_TRANSFER_SIPP,,INTERNAL_TRANSFER_SIPP_CHASE_PROVIDER,Chase provider Internal transfer SIPP,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase provider,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_GIA_CHASE_PROVIDER,INTERNAL_TRANSFER_GIA,,INTERNAL_TRANSFER_GIA_CHASE_PROVIDER,Chase provider Internal transfer GIA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase provider,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_JUNIOR_ISA_CHASE_PROVIDER,INTERNAL_TRANSFER_JUNIOR_ISA,,INTERNAL_TRANSFER_JUNIOR_ISA_CHASE_PROVIDER,Chase provider Internal transfer Junior ISA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase provider,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_JUNIOR_SIPP_CHASE_PROVIDER,INTERNAL_TRANSFER_JUNIOR_SIPP,,INTERNAL_TRANSFER_JUNIOR_SIPP_CHASE_PROVIDER,Chase provider Internal transfer Junior SIPP,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase provider,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?;Has the account been made visible to the child parents?
OPEN_PRODUCT_VCT_INVESTMENT_CHECKS,OPEN_PRODUCT_VCT,,OPEN_PRODUCT_VCT_INVESTMENT_CHECKS,Investment checks Open product VCT,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_SUBMIT_FULFILMENT,LUMP_SUM_EIS,,LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_SUBMIT_FULFILMENT,Submit fulfilment Lump sum Knowledge Intensive EIS,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_lump_sum_eis,Submit fulfilment,"Has the instruction been submitted on the OI portal?;If a Friends and Family discount is applicable, has OI been emailed to ensure this is in place?;Has the client been emailed payment details?;Have they been informed of any deadline related to an Early Bird discount?"
OPEN_PRODUCT_KNOWLEDGE_INTENSIVE_EIS_INVESTMENT_CHECKS,OPEN_PRODUCT_EIS,,OPEN_PRODUCT_KNOWLEDGE_INTENSIVE_EIS_INVESTMENT_CHECKS,Investment checks Open product Knowledge Intensive EIS,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
OPEN_PRODUCT_VCT_SUBMIT_FULFILMENT,OPEN_PRODUCT_VCT,,OPEN_PRODUCT_VCT_SUBMIT_FULFILMENT,Submit fulfilment Open product VCT,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
OPEN_PRODUCT_KNOWLEDGE_INTENSIVE_EIS_SUBMIT_FULFILMENT,OPEN_PRODUCT_EIS,,OPEN_PRODUCT_KNOWLEDGE_INTENSIVE_EIS_SUBMIT_FULFILMENT,Submit fulfilment Open product Knowledge Intensive EIS,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_CHASE_CLIENT_PAYMENT,LUMP_SUM_EIS,,LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum Knowledge Intensive EIS,Investment checks,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,Has the client been emailed with confirmation of receipt?;Confirm the plan has NOT yet been added to IO
LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_INVESTMENT_CHECKS,LUMP_SUM_EIS,,LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_INVESTMENT_CHECKS,Investment checks Lump sum Knowledge Intensive EIS,,,FulfilmentScreenInvestmentChecks,ensure_eis_allotment,Investment checks,"Have all fees been received?;Were all discounts applied correctly?;Have the shares been allotted?;If the product was just opened, was a cancellation notice sent?"
CLIENT_ACTION_SIPP_CHASE_CLIENT_ACTION,CLIENT_ACTION_SIPP,,CLIENT_ACTION_SIPP_CHASE_CLIENT_ACTION,Chase client action Client action SIPP,,,FulfilmentScreenChaseNonStandardAction,chase_client_action,Chase client action,Has the client confirmed the action has been completed?
CLIENT_ACTION_ISA_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_ISA,,CLIENT_ACTION_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_JISA_CHASE_CLIENT_ACTION,CLIENT_ACTION_JISA,,CLIENT_ACTION_JISA_CHASE_CLIENT_ACTION,Chase client action Client action JISA,,,FulfilmentScreenChaseNonStandardAction,chase_client_action,Chase client action,Has the client confirmed the action has been completed?
CLIENT_ACTION_JSIPP_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_JSIPP,,CLIENT_ACTION_JSIPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action JSIPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_GIA_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_GIA,,CLIENT_ACTION_GIA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_CASH_ISA_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_CASH_ISA,,CLIENT_ACTION_CASH_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action Cash ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_DIRECT_EQUITY_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_DIRECT_EQUITY,,CLIENT_ACTION_DIRECT_EQUITY_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action Direct equity,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_OFFSHORE_BOND_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_OFFSHORE_BOND,,CLIENT_ACTION_OFFSHORE_BOND_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action Offshore bond,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_DB_PENSION_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_DB_PENSION,,CLIENT_ACTION_DB_PENSION_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action DB Pension,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_VCT_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_VCT,,CLIENT_ACTION_VCT_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action VCT,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_EIS_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_EIS,,CLIENT_ACTION_EIS_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action EIS,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_LIFE_COVER_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_LIFE_COVER,,CLIENT_ACTION_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action Life cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_LIFE_&_CIC,,CLIENT_ACTION_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
