AdditionalAmlRequirement__c,AdditionalBankDetails__c,DestinationProductRecordType__c,DestinationProductType__c,ExcludeFromUpdate__c,ExpressionOfWishFormRequirement__c,FormsRequired__c,Id,Name,Product__c,Product__r.ReferenceName__c,RecommendationType__c,RecommendationType__r.ReferenceName__c,RecommendationTypeReference__c,ReferenceName__c,TransferFormsRequirement__c,UpdateEmailHeadline__c
Not required,Not required,0121t0000001eUvAAI,0121t0000001eUvAAI,true,Not required,false,a2hSl0000004HnTIAU,Cancel Life Cover,a2YSl0000000kUMMAY,AIG_SINGLE_LIFE_COVER,a24Sl000000d2ErIAI,CANCEL_PROTECTION,,CANCEL_LIFE_COVER_AIG,Not required,
Not required,Not required,0121t0000001eUZAAY,0121t0000001eUZAAY,true,Not required,false,a2hSl0000004HnUIAU,Cancel Income Protection,a2YSl0000000kUPMAY,AIG_INCOME_PROTECTION,a24Sl000000d2ErIAI,CANCEL_PROTECTION,,CANCEL_INCOME_PROTECTION_AIG,Not required,
Not required,Not required,0121t0000001eU7AAI,0121t0000001eU7AAI,true,Not required,false,a2hSl0000004HnVIAU,Cancel Life & CIC,a2YSl0000000kUQMAY,AIG_LIFE_CIC,a24Sl000000d2ErIAI,CANCEL_PROTECTION,,CANCEL_LIFE_CIC_AIG,Not required,
Not required,Not required,0124J000000cvmJQAQ,0124J000000cvmJQAQ,true,Not required,false,a2hSl0000005gg9IAA,Open Aviva Family Income Benefit,a2YSl00000016kwMAA,AVIVA_FIB,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_AVIVA_FAMILY_INCOME_BENEFIT,Not required,
Not required,Not required,0121t0000001eUZAAY,0121t0000001eUZAAY,true,Not required,false,a2hSl0000005ggAIAQ,Open Aviva Income Protection,a2YSl00000016kyMAA,AVIVA_INCOME_PROTECTION,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_AVIVA_INCOME_PROTECTION,Not required,
Not required,Not required,0121t0000001eU7AAI,0121t0000001eU7AAI,true,Not required,false,a2hSl0000005ggBIAQ,Open Aviva Life & CIC,a2YSl00000016kzMAA,AVIVA_LIFE_&_CIC,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_AVIVA_LIFE_&_CIC,Not required,
Not required,Not required,0121t0000001eUvAAI,0121t0000001eUvAAI,true,Not required,false,a2hSl0000005ggCIAQ,Open Aviva Life Cover,a2YSl00000016kvMAA,AVIVA_SINGLE_LIFE_COVER,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_AVIVA_LIFE_COVER,Not required,
Not required,Not required,012Sl0000003lgjIAA,012Sl0000003lgjIAA,true,Not required,false,a2hSl0000005ggDIAQ,Open Aviva Relevant Life Cover,a2YSl00000016kxMAA,AVIVA_RELEVANT_LIFE_COVER,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_AVIVA_RELEVANT_LIFE_COVER,Not required,
Not required,Not required,0124J000000cvmJQAQ,0124J000000cvmJQAQ,true,Not required,false,a2hSl0000005ggEIAQ,Open Royal London Family Income Benefit,a2YSl00000016l1MAA,ROYAL_LONDON_FIB,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,Not required,
Not required,Not required,0121t0000001eUZAAY,0121t0000001eUZAAY,true,Not required,false,a2hSl0000005ggFIAQ,Open Royal London Income Protection,a2YSl00000016l3MAA,ROYAL_LONDON_INCOME_PROTECTION,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_ROYAL_LONDON_INCOME_PROTECTION,Not required,
Not required,Not required,0121t0000001eU7AAI,0121t0000001eU7AAI,true,Not required,false,a2hSl0000005ggGIAQ,Open Royal London Life & CIC,a2YSl00000016l4MAA,ROYAL_LONDON_LIFE_&_CIC,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_ROYAL_LONDON_LIFE_&_CIC,Not required,
Not required,Not required,0121t0000001eUvAAI,0121t0000001eUvAAI,true,Not required,false,a2hSl0000005ggHIAQ,Open Royal London Life Cover,a2YSl00000016l0MAA,ROYAL_LONDON_SINGLE_LIFE_COVER,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_ROYAL_LONDON_LIFE_COVER,Not required,
Not required,Not required,012Sl0000003lgjIAA,012Sl0000003lgjIAA,true,Not required,false,a2hSl0000005ggIIAQ,Open Royal London Relevant Life Cover,a2YSl00000016l2MAA,ROYAL_LONDON_RELEVANT_LIFE_COVER,a248e000000yLgSAAU,OPEN_PRODUCT,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,Not required,
Not required,Not required,,,true,Not required,false,a2hSl0000009wpZIAQ,Open product Exeter Income protection,a2YSl0000002Fz3MAE,THE_EXETER_IP,a248e000000yLgSAAU,OPEN_PRODUCT,OPEN_PRODUCT,OPEN_PRODUCT_EXETER_IP,Not required,
Not required,Not required,,,true,Not required,false,a2hSl0000009wpaIAA,Open product Exeter Life cover,a2YSl0000002Fz4MAE,THE_EXETER_LIFE,a248e000000yLgSAAU,OPEN_PRODUCT,OPEN_PRODUCT,OPEN_PRODUCT_EXETER_LIFE_COVER,Not required,
